concept,label
shamelessness,shamelessness
stEustace,St. Eustace
submission,submission
theArchangelsAnael,the archangels Anael
thePersonificationsOfSpring,the personifications of Spring
willPower,will power
zadkiel,Zadkiel
togethernessUnderHeavenlyRule,togetherness under heavenly rule
ushas,Ushas
voracity,voracity
womanSLove,woman’s love
thalia,Thalia
theAtonement,the Atonement
theCreator,the creator
theCreator,the Creator
theDualityOfNature,the duality of nature
theEarthly,the earthly
theFourRiversOfParadise,the four rivers of Paradise
theFourWinds,the four winds
theFourWindsCardinalDirections,"the four winds, cardinal directions"
taurus,Taurus
scrofula,scrofula
agony,agony
anAbbotOrAbbess,an abbot or abbess
calvary,Calvary
crucifixion,crucifixion
divineLeadership,divine leadership
doomForTheMalefactor,doom for the malefactor
episcopalJurisdictionAndAuthority,episcopal jurisdiction and authority
finishedRedemption,finished redemption
fireSticksOfAgni,fire sticks of Agni
giles,Giles
inHeraldry,in heraldry
manSLongingForTheHigherWorld,man’s longing for the higher world
occasionallySsBernard,occasionally SS Bernard
pastoralLife,pastoral life
pastoralOffice,pastoral office
powerToDrawSoulsToGodAndToGoadTheSlothfulTheHookedEndIsForPullingAndThePointedEndIsForProdding,"power to draw souls to God and to goad the slothful (the hooked end is for pulling, and the pointed end is for prodding)"
protectionInChildbirth,protection in childbirth
salvationThroughChristSSacrifice,salvation through Christ’s sacrifice
serviceInTheCrusade,service in the Crusade
ssLouisOfFrance,SS Louis of France
theAxisOfTheEquinox,the axis of the equinox
theAxisOfTheWheelOfLawAndRoundOfExistence,the axis of the Wheel of Law and Round of Existence
theBalanceOfPerfection,the balance of perfection
theCimmereanSibyl,the Cimmerean sibyl
theCommonGood,the common good
theCorrectionOfVices,the correction of vices
theDescentOfSpiritIntoMatter,the descent of spirit into matter
theExpansionOfBeing,the expansion of being
theFourDirectionsInWhichTheSunShines,the four directions in which the sun shines
theFourElementsOfTheWorldUnited,the four elements of the world united
theGangesRiver,the Ganges River
theHumanForm,the human form
theMoonGoddess,the moon goddess
theNaturalOrderOfTheElements,the natural order of the elements
theNegative,the negative
theShepherdSWatchfulness,the shepherd’s watchfulness
theSixPhasesOfTimeAndOfWorldDuration,the six phases of time and of world duration
theSufferingOfExistence,the suffering of existence
theSupremeIdentity,the Supreme Identity
theSupremeIdentityPerfectCommunionOfAllStatesOfBeing,"the Supreme Identity, perfect communion of all states of being"
woodFire,wood-fire
abbots,abbots
bishops,bishops
bridget,Bridget
christianFaith,Christian faith
creativePower,creative power
david,David
divinity,divinity
gammaPhiDeltaFraternity,Gamma Phi Delta (fraternity)
johnBerchmans,John Berchmans
jurisdiction,jurisdiction
lambdaChiAlpha,Lambda Chi Alpha
maidenhood,maidenhood
martin,Martin
moses,Moses
orpheus,Orpheus
pastoralAuthority,pastoral authority
pharaohs,pharaohs
polyphemus,Polyphemus
proteus,Proteus
quetzalcoatl,Quetzalcoatl
soothsayers,soothsayers
ssBenedict,SS Benedict
struggle,struggle
stZeno,St. Zeno
sylvester,Sylvester
stRomuald,St. Romuald
stVincentFerrer,St. Vincent Ferrer
suddenDeath,sudden death
theLibyanSibyl,the Libyan sibyl
thePresenceOfWitches,the presence of witches
stOnuphrius,St. Onuphrius
vanity,vanity
vanity,Vanity
zimbabwe,Zimbabwe
thePsyche,the psyche
psyche,psyche
psyche,Psyche
andProtectionFromHomesickness,and protection from homesickness
19thWeddingAnniversaries,19th wedding anniversaries
8th,8th
aFormOfTeshub,a form of Teshub
aFormOfTheLunarGodSin,a form of the lunar god Sin
aMan20To30YearsOfAge,a man 20 to 30 years of age
apis,Apis
apisDeity,Apis (deity)
aSacredMetal,a sacred metal
bata,Bata
carmelites,Carmelites
divinePowerAndStrength,divine power and strength
donnCuailnge,Donn Cuailnge
drabness,drabness
elDeity,El (deity)
elijahOnMtCarmel,Elijah on Mt. Carmel
fertilizingPower,fertilizing power
gugalanna,Gugalanna
hoax,hoax
houseOfPlantagenet,House of Plantagenet
lifeThroughDeath,life through death
linkedWithHeavenDeathSacrifice,"linked with heaven, death, sacrifice"
maleSexualDesireImpulsivity,"male sexual desire, impulsivity"
markOfRespectWelcome,"mark of respect, welcome"
mayIndicateTheWearerSTrade,may indicate the wearer’s trade
mnevis,Mnevis
nahum,Nahum
onceTheFoodOfThePoorNowConsideredHeartyAndHealthful,"once the food of the poor, now considered hearty and healthful"
oneOfTheAnimalsOfTheTwelveTerrestrialBranches,one of the animals of the Twelve Terrestrial Branches
passivePower,passive power
practicalKnowledge,practical knowledge
rejectedLove,rejected love
rishabhanatha,Rishabhanatha
risingPricesOrOptimismOnTheStockMarket,rising prices or optimism on the stock market
sacredToFreyja,sacred to Freyja
sacredToRa,sacred to Ra
simandhara,Simandhara
soulOfTheWorld,soul of the world
spiritualDeath,spiritual death
spiritualDeathAndDegradation,spiritual death and degradation
theArchangelsZadkiel,the archangels Zadkiel
theNorthernRegion,the Northern region
theSungDynasty,the Sung dynasty
theThirdOrLowerRank,the third or lower rank
theWomanOfTheHouseIsNotAtHome,the woman of the house is not at home
unswervingJustice,unswerving justice
victorianLackOfEmotionOrSpirituality,Victorian lack of emotion or spirituality
virudhaka,Virudhaka
barrenness,barrenness
conservatism,conservatism
deathToTheWorld,death to the world
degradation,degradation
fortunePersonified,Fortune personified
franciscans,Franciscans
humbleness,humbleness
lightHeartedness,light heartedness
lightHeartedness,light-heartedness
neatness,neatness
noah,Noah
renunciationOfTheWorld,renunciation of the world
sandalphon,Sandalphon
servitude,servitude
stFlorian,St. Florian
theArchangelsLumiel,the archangels Lumiel
theHellesponticSibyl,the Hellespontic sibyl
theMaterialWorld,the material world
theSpiritualNourishmentOfChristAndTheChurch,the spiritual nourishment of Christ and the Church
trustworthiness,trustworthiness
virgo,Virgo
zeal,zeal
healing,healing
andLifePrinciples,and life principles
aParticularChurchBeingCarriedMayIndicateThatThePersonCarryingItWasItsFounderOrFirstBishop,a particular church being carried may indicate that the person carrying it was its founder or first bishop
aParticularDisciplineOrPrinciple,a particular discipline or principle
artifice,artifice
badPoets,bad poets
chatter,chatter
community,community
definingTheBoundaryBetweenTheSacredAndProfane,defining the boundary between the sacred and profane
demonOfLightAndDarkness,demon of light and darkness
drugOfImmortality,drug of immortality
dwellingOfSpiritualWisdom,dwelling of spiritual wisdom
evanescentWorldlyGlory,evanescent worldly glory
fixingTheWorldAxisInAParticularSacredPlace,fixing the World Axis in a particular sacred place
imitationOfThePathOfTheGreatBearConstellation,imitation of the path of the Great Bear constellation
imitationOfThePathOfTheSun,imitation of the path of the sun
lackOfSpiritualNaturalOrEmotionalContact,"lack of spiritual, natural, or emotional contact"
makingSevenCircuitsOfTheKaAbaRepresentsTheSevenAttributesOfGod,making seven circuits of the Ka’aba represents the seven attributes of God
negligence,negligence
objectsContainedWithinAreLimitedDefinedAndOfTheManifestWorld,"objects contained within are limited, defined, and of the manifest world"
pilgrimageToFindTheSelf,pilgrimage to find the Self
placeWhereSpiritualForcesEncounterTheMaterialWorld,place where spiritual forces encounter the material world
popularFavor,popular favor
representedBy9,represented by -9
restraintOfCupidityAndVice,restraint of cupidity and vice
restraintOfViceAndLasciviousness,restraint of vice and lasciviousness
ssOswald,SS Oswald
takingRitualPossession,taking ritual possession
theDiscardedLover,the discarded lover
theGraveOfChrist,the grave of Christ
theHardenedHabitsAndTerrestrialUnionsOfSoulAndSpiritThatMustBeBrokenInCalcinationToFreeTheEssences,the hardened habits and terrestrial unions of soul and spirit that must be broken in calcination to free the essences
theIntersectionOfHeavenAndEarth,the intersection of heaven and earth
theMasculineSolarDay,"the masculine, solar, day"
theRelationOfHarmonyAndStillnessOrTheManifestAndTheSupremeReality,the relation of harmony and stillness or the manifest and the Supreme Reality
theRoundOfCreation,the round of creation
theSalvationOfItsMembers,the salvation of its members
theSocietyOrTheBeliefsOfTheSocietyOfWhichItIsAPart,the society or the beliefs of the society of which it is a part
transformingTheEarthlyIntoTheHeavenly,transforming the earthly into the heavenly
viewedFromWithoutTheCircumferenceIsTheDefenseOfTheConsciousWorldAgainstTheUnconsciousOrChaos,"viewed from without, the circumference is the defense of the conscious world against the unconscious or chaos"
wombOfTheVirginMary,womb of the Virgin Mary
worldlyGrandeur,worldly grandeur
arkOfTheCovenant,Ark of the Covenant
dawnPersonified,Dawn personified
enclosure,enclosure
eosAurora,Eos/Aurora
foreskin,foreskin
gladness,gladness
improvidence,improvidence
manSLife,man’s life
melody,melody
mentalBeauty,mental beauty
metamorphosis,metamorphosis
movement,movement
rest,rest
retirement,retirement
rotation,rotation
thebes,Thebes
theNewMoon,the new moon
usedInWitchcraft,used in witchcraft
aCursedAnimal,a cursed animal
aFuneralAnimal,a funeral animal
aManBetween70And80YearsOfAge,a man between 70 and 80 years of age
andTheGoddessOfLiberty,and the goddess of liberty
anEmbattledSpiritualPowerEverOnWatch,an embattled spiritual power ever on watch
aShapeshifter,a shapeshifter
aTalkativePerson,a talkative person
balthazarTheMagus,Balthazar the magus
boys,boys
cavernOfTheHeart,cavern of the heart
christBearingSoulsToGod,Christ bearing souls to God
complaint,complaint
consideredAMasculineFish,considered a masculine fish
coquettishness,coquettishness
dedalusWorkingForPasiphae,Dedalus working for Pasiphae
devotionToChristAndTheChurch,devotion to Christ and the Church
disguiseOfWitches,disguise of witches
feminineEnergy,feminine energy
galenthias,Galenthias
giftOfMelchiorTheMagus,gift of Melchior the magus
guardianOfMarriage,guardian of marriage
hasSevenLives,has seven lives
heavenlyWealth,heavenly wealth
innerRefuge,inner refuge
languor,languor
loveIsDangerous,love is dangerous
loveOfFreedom,love of freedom
magicalForces,magical forces
mandarins,mandarins
mayBeElijah,may be Elijah
oftenAGoodOmen,often a good omen
peacefulRepose,peaceful repose
pregnantWomen,pregnant women
resignationToFate,resignation to fate
samurai,samurai
sigmaPhiDelta,Sigma Phi Delta
stJohnOfTheCross,St. John of the Cross
thatWhichIsDifficultToObtain,that which is difficult to obtain
theDeaconIsStStephen,the deacon is St. Stephen
theFeastOfTabernacles,the Feast of Tabernacles
theLunarWayThePassiveUnconsciousIntuitiveDependent,"the lunar way— the passive, unconscious, intuitive, dependent"
thePatternOfTheUniverse,the pattern of the universe
theSolarWayTheActiveConsciousReflectiveAutonomous,"the solar way— the active, conscious, reflective, autonomous"
usuallyRepresentsTheLowerAspectsOfNature,usually represents the lower aspects of nature
vulvaClitoris,"vulva, clitoris"
youngMen,young men
dedalus,Dedalus
defense,defense
greed,greed
hosea,Hosea
literaryEminence,literary eminence
oneWhoBringsOrderOutOfChaos,one who brings order out of chaos
steedOfTheImmortals,steed of the Immortals
stJoseph,St. Joseph
strategy,strategy
tarot,tarot
theEyes,the eyes
theEyes,the eyes)
theFourCardinalPoints,the four cardinal points
theHighPriestSBreastplate,the High Priest’s breastplate
theLunar,the lunar
theTranscendentSoul,the transcendent soul
15thWeddingAnniversaries,15th wedding anniversaries
anthonyOfPaduaEspeciallyWithAnUnclothedChrist,Anthony of Padua (especially with an unclothed Christ)
awardedToLifeSaverOrMilitaryHero,awarded to life saver or military hero
celestialPowerAndLight,celestial power and light
hearingNoSlander,hearing no slander
hisRealizationOfTheFiveGyanas,his realization of the five gyanas
marriedRomanWomen,married Roman women
royalBirth,royal birth
sebastianEspeciallyWithArrows,Sebastian (especially with arrows)
seeingNothingUnworthy,seeing nothing unworthy
spiritualEnlightenmentEspeciallyAJeweledCrown,spiritual enlightenment (especially a jeweled crown)
ssFrancesXavier,SS Frances Xavier
ssMargaretOfAntiochEspeciallyWhenShownWithADragon,SS Margaret of Antioch (especially when shown with a dragon)
stJohnGualberto,St. John Gualberto
stLouisOfToulouse,St. Louis of Toulouse
stScholastica,St. Scholastica
theConsummationOrVictoryOfTheSupernatural,the consummation or victory of the supernatural
theCumanSibyl,the Cuman sibyl
theEarthlyPowerThatDeathTakesAway,the earthly power that death takes away
theFixationOfAVolatileSubstance,the fixation of a volatile substance
thePerfectionOfAMetal,the perfection of a metal
thePharaoh,the pharaoh
thePower,the power
theReigningChrist,the Reigning Christ
theRomanEmperorAndComus,the Roman emperor and Comus
theStateOfNonBeing,the state of Non-Being
theSuccessfulCompletionOfAnAlchemicalOperation,the successful completion of an alchemical operation
theSufferingSavior,the suffering Savior
theVirginMaryAsTheQueenOfHeaven,the Virgin Mary as the queen of heaven
theVirginMaryAtTheImmaculateConception,the Virgin Mary at the Immaculate Conception
attainment,attainment
calliope,Calliope
catherineOfAlexandria,Catherine of Alexandria
christAsKing,Christ as king
continuity,continuity
elijahAndTheWidowOfSarepta,Elijah and the Widow of Sarepta
francisOfAssisi,Francis of Assisi
imperialPower,imperial power
mut,Mut
nobleBirth,noble birth
ops,Ops
renouncedRoyalty,renounced royalty
rewardOfVirtue,reward of virtue
ridicule,ridicule
riverGods,river gods
stHubert,St. Hubert
stNicholasOfTolentino,St. Nicholas of Tolentino
stThereseOfLisieux,St. Therese of Lisieux
theCrucifixionOfChrist,the crucifixion of Christ
theCrucifixionOfChrist,the Crucifixion of Christ
theFootprintOfBuddha,the footprint of Buddha
theGoodSamaritan,the Good Samaritan
thePassionOfChrist,the Passion of Christ
thePhilosopherSStone,the philosopher’s stone
achillesVictoryOverHector,Achilles’ victory over Hector
changeInTheWorldOfPhenomena,change in the world of phenomena
changingAttitudesOpinionsAndOrRoles,"changing attitudes, opinions, and/or roles"
changingPersonalitiesRolesOpinionsLoyalties,"changing personalities, roles, opinions, loyalties"
GreenCornChangingToTheYellowCornOfTheHarvest,green corn changing to the yellow corn of the harvest
UsuallyWithGreenLeavesAndFourRosesAdmiration,(usually with green leaves and four roses) admiration
aribada,Aribada
conveyanceOfTheFaithfulToHeaven,conveyance of the faithful to heaven
desireForImmediateFruitsOfAnActionAsAnImpedimentToMoralProgress,desire for immediate fruits of an action as an impediment to moral progress
eternityPersonified,Eternity personified
hadesPluto,Hades/Pluto
poseidonNeptune,Poseidon/Neptune
savitri,Savitri
theBeingInManifestation,the being in manifestation
theHeartEspeciallyWhenFilledWithWine,the heart (especially when filled with wine)
theSacrificeOfChristUponTheCross,the sacrifice of Christ upon the cross
theVehicleOfAllSunGods,the vehicle of all sun gods
theVehicleOfFortunePersonified,the vehicle of Fortune personified
theVehicleOfTheSoulInAStateOfTravail,the vehicle of the soul in a state of travail
theYouthsAreKleobisAndBiton,the youths are Kleobis and Biton
tullia,Tullia
victors,victors
alexanderTheGreat,Alexander the Great
anahita,Anahita
auroraMythology,Aurora (mythology)
deathPersonified,death (Personified)
deathPersonified,Death (personified)
deathPersonified,Death personified
famePersonified,Fame personified
galatea,Galatea
heavenAndEarth,heaven and earth
heroes,heroes
juventas,Juventas
lunaGoddess,Luna (goddess)
moonDeities,moon deities
nightPersonified,Night personified
ordination,ordination
redemption,redemption
rheaMythology,Rhea (mythology)
solomon,Solomon
ssBarbara,SS Barbara
stBarbara,St. Barbara
stNorbert,St. Norbert
theArchangelChamael,the archangel Chamael
theBloodOfChrist,the blood of Christ
theHolyGrail,the Holy Grail
theLastSupper,the Last Supper
theNewTestament,the New Testament
theSourceOfLife,the source of life
theWorld,the world
theWorld,the World
unionOfHeavenAndEarth,union of heaven and earth
urania,Urania
gods,gods
abundantLeisure,abundant leisure
aFickleLover,a fickle lover
aGeisha,a geisha
ambassadorOfLove,ambassador of love
ambassadors,ambassadors
aReturningSpiritOfTheDead,a returning spirit of the dead
aSuperstitiousPerson,a superstitious person
aVainWoman,a vain woman
aWasteLand,a waste land
beingInLove,being in love
coherence,coherence
commerceAndIndustry,commerce and industry
abundantLife,abundant life
concordia,Concordia
deathAndWisdom,death and wisdom
deltaXiNu,Delta Xi Nu
discomfort,discomfort
guardianOfWest,guardian of West
healthOfBodyAndSpirit,health of body and spirit
humanAmbiguity,human ambiguity
interpenetrationOfMatterByTheSoul,interpenetration of matter by the soul
intuitionAsOpposedToLogic,intuition as opposed to logic
itzpapalotl,Itzpapalotl
lambdaKappaSigma,Lambda Kappa Sigma
marriageOfSouls,marriage of souls
medicine,medicine
moralEquilibrium,moral equilibrium
muEpsilonDelta,Mu Epsilon Delta
phiDeltaEpsilon,Phi Delta Epsilon
polygamy,polygamy
sacredPersons,sacred persons
safeConduct,safe conduct
sigmaMuDelta,Sigma Mu Delta
sigmaPsi,Sigma Psi
spiritOfAWomanWhoDiedInChildbirth,spirit of a woman who died in childbirth
theDescentOfSoulsToTheMaterialWorld,the descent of souls to the material world
thePleasuresOfGoodLiving,the pleasures of good living
thePowerOfTransformationSythesisOfOpposites,"the power of transformation, sythesis of opposites"
theSoulThatEscapesAtDeath,the soul that escapes at death
theSunThatPassedThroughTheUnderworldsAtNight,the sun that passed through the Underworlds at night
thetaNuXi,Theta Nu Xi
theUnionOfSoulsAndFertility,the union of souls and fertility
theWishForLongevity,the wish for longevity
unconsciousAttractionTowardLightGod,"unconscious attraction toward light, God"
unionOfOpposingForces,union of opposing forces
asclepius,Asclepius
courtship,courtship
everlastingLife,everlasting life
frailty,frailty
frivolity,frivolity
gammaPhiDeltaSorority,Gamma Phi Delta (sorority)
hiddenTreasure,hidden treasure
highSpirits,high spirits
highSpirits,high-spirits
importunity,importunity
liberty,liberty
lightness,lightness
superficiality,superficiality
thanatos,Thanatos
theDesert,the desert
theGreatGoddess,the Great Goddess
aDoveWasSentForthFromTheArkOnTheSeventhDayOfTheVoyage,a dove was sent forth from the Ark on the seventh day of the voyage
aGirl10To20YearsOfAge,a girl 10 to 20 years of age
amorousDelight,amorous delight
anAncestor,an ancestor
anInfusionOfEnergyFromHeaven,an infusion of energy from heaven
aPeacemaker,a peacemaker
canopyOfHeaven,canopy of heaven
catherineOfSienna,Catherine of Sienna
thief,thief
aDupe,a dupe
divineAgent,divine agent
dodona,Dodona
dogwoodBlossomsByThemselvesAmIPerfectlyIndifferentToYou,dogwood blossoms by themselves am I perfectly indifferent to you?
embodiesTheSoulsOfTheDead,embodies the souls of the dead
entranceToTheCaveOfInitiation,entrance to the cave of initiation
externalBeautyWithNoFeelings,external beauty with no feelings
faithfulMarriage,faithful marriage
incubation,incubation
lovingConstancy,loving constancy
meansOfHarmingAPersonThroughMagicOrWitchcraft,means of harming a person through magic or witchcraft
openedOnSederNightToAllowEntranceForElijahAnnouncingTheMessianicAge,opened on Seder night to allow entrance for Elijah announcing the Messianic Age
openingAllTheDoorsOfAHouseEasesChildbirth,opening all the doors of a house eases childbirth
passageFromOneWorldOrStateToAnother,passage from one world or state to another
peaceEspeciallyWhenItCarriesAnOliveBranch,peace (especially when it carries an olive branch)
theEntranceToTheSevenZonesOfParadise,the entrance to the seven zones of Paradise
theLifeGivingPowerOfBlood,the life-giving power of blood
theLoveOfGod,the love of God
theLowestKindOfFish,the lowest kind of fish
theShelteringAspectOfTheGreatMother,the sheltering aspect of the Great Mother
twoObjectsWhereOneIsNormalUsuallyIndicateBipolarityOpposingForcesSuchAsGoodEvilMaleFemaleNightDay,"two objects where one is normal usually indicate bipolarity, opposing forces such as good/evil, male/female, night/day"
adversity,adversity
atonement,atonement
atonement,Atonement
duration,duration
finesse,finesse
janus,Janus
motherGoddesses,mother goddesses
mythicalAncestor,mythical ancestor
nobles,nobles
opportunity,opportunity
opportunity,Opportunity
paganism,paganism
paganism,Paganism
primitiveNature,primitive nature
rainBringer,rain bringer
rainBringer,rain-bringer
scavenger,scavenger
sopdet,Sopdet
ssBernard,SS Bernard
stAnne,St. Anne
aggressiveStrengthThatNeedsToBeControlled,aggressive strength that needs to be controlled
christSPassionAndSuffering,Christ’s Passion and suffering
cipactli,Cipactli
americaBothContinentsPersonified,America (both continents) personified
assurance,assurance
bloodshed,bloodshed
ephemeralFragileBeauty,"ephemeral, fragile beauty"
exoticSeductiveBeauty,"exotic, seductive beauty"
ferrymanOfTheDead,ferryman of the dead
gainingSpiritualTreasure,gaining spiritual treasure
heraclesHercules,Heracles/Hercules
homesickness,homesickness
illuminatesTheFourthHeaven,illuminates the fourth heaven
lifeEspeciallyThatOfAnIndividual,"life, especially that of an individual"
light,light
light,Light
lightInTheDarknessOfLife,light in the darkness of life
omenOfDisaster,omen of disaster
oneWhoHasEnduredArtilleryFire,one who has endured artillery fire
onlyDeserveMyLove,only deserve my love
physicalAndMentalStrength,physical and mental strength
pureBeauty,pure beauty
regalDignity,regal dignity
seatOfAnglicanism,seat of Anglicanism
spiritualJoy,spiritual joy
stGertrude,St. Gertrude
theCelestialRealm,the celestial realm
theDivineLight,the divine light
theSacredTreeOfEnlightenment,the Sacred Tree of Enlightenment
theSpiritHeldLatent,the spirit held latent
theVitalizingPowerOfTheSun,the vitalizing power of the sun
christAsTheLightOfTheWorld,Christ as the light of the world
doctors,doctors
evanescence,evanescence
fecundation,fecundation
festivity,festivity
heralds,heralds
irisMythology,Iris (mythology)
kappaLambdaPsi,Kappa Lambda Psi
learning,learning
magicWand,magic wand
messengers,messengers
officialRank,official rank
oneOfTheEightEmblemsOfGoodAugury,one  of the Eight Emblems of Good Augury
oneOfTheEightEmblemsOfGoodAugury,one of the Eight Emblems of Good Augury
peacePersonified,Peace personified
romance,romance
serapis,Serapis
sovereignPower,sovereign power
spiritualAndTemporalPower,spiritual and temporal power
theSpiritualFaAdePresentedToTheWorld,the spiritual façade presented to the world
tithonus,Tithonus
architecture,architecture
burials,burials
cosmicHarmony,cosmic harmony
euclid,Euclid
expansionOfConsciousness,expansion of consciousness
foHi,Fo-hi
geography,Geography
insigniaOfOffice,insignia of office
justiceShallBeDone,justice shall be done
matterInCombustion,matter in combustion
mayDenoteAnArchitectNavigatorOrArtistTheLatterEspeciallyInRenaissanceOrBaroqueArt,"may denote an architect, navigator, or artist (the latter especially in renaissance or baroque art)"
occupation,occupation
powerOfCommand,power of command
providerOfDisciplineToTheUntrainedMind,provider of discipline to the untrained mind
radiantEnergy,radiant energy
sacrificialRemains,sacrificial remains
selfCare,self-care
selfmortification,selfmortification
selfNurturing,self-nurturing
stPeterSPaymentOfTheTempleTax,St. Peter’s payment of the Temple tax
theArchetypalWorld,the archetypal world
theBeginningOfAllThings,the beginning of all things
theCyclicNatureOfExistence,the cyclic nature of existence
theHandOfFatima,the Hand of Fatima
theLimitsAndBoundsOfRectitude,the limits and bounds of rectitude
thePowerAndPossessionsThatDeathTakesAway,the power and possessions that death takes away
thePowerOfCommand,the power of command
thePyramid,the pyramid
theThreefoldAspectOfLife,the threefold aspect of life
theTriangle,the triangle
theUnfavorableAspectsOfMoney,the unfavorable aspects of money
trustworthyWithTreasure,trustworthy with treasure
unerringAndImpartialJustice,unerring and impartial justice
vanityPersonified,Vanity personified
wickednessInvadingTheGoodFieldOfTheChurch,wickedness invading the good field of the Church
3,-3
3,-3-
3,3
astronomy,astronomy
astronomy,Astronomy
austerity,austerity
bribery,bribery
divineOffice,divine office
government,government
hoHsienKu,Ho Hsien-ku
industriousness,industriousness
innerWisdom,inner wisdom
joseph,Joseph
lamia,lamia
lamia,Lamia
maternalCare,maternal care
maturity,maturity
maturity,Maturity
mermaids,mermaids
opposition,opposition
rhodesia,Rhodesia
sirens,sirens
stJude,St. Jude
theArchangelGabriel,the archangel Gabriel
theConfederateStates,the Confederate States
theDemocraticRepublicOfTheCongo,the Democratic Republic of the Congo
acceptableAndWeightyService,acceptable and weighty service
aCombinationOfBlindPowerAndGuidingSpirit,a combination of blind power and guiding spirit
animalNature,animal nature
attachmentOfTheMindToTheLowerWorld,attachment of the mind to the lower world
chironAsThePersonificationOfWisdom,Chiron as the personification of Wisdom
communicationOfOgmiosToTheEarsOfHisListeners,communication of Ogmios to the ears of his listeners
asiaPersonified,Asia personified
bruno,Bruno
deltaLambdaPhi,Delta Lambda Phi
dominationByBaserForces,domination by baser forces
dynasticFounder,dynastic founder
eminenceInBattle,eminence in battle
enthrallment,enthrallment
holdsTheDrinkOfImmortality,holds the drink of immortality
iLiveForThee,I live for thee
incarnationOfTheDevil,incarnation of the devil
iotaPhiTheta,Iota Phi Theta
josaphat,Josaphat
legalControl,legal control
linkingMaleAndFemaleHeavenAndEarth,"linking male and female, heaven and earth"
manSBondageToExistenceInTheWorldOfPhenomena,man’s bondage to existence in the world of phenomena
manSLowerNature,man’s lower nature
manTornBetweenGoodAndEvil,man torn between good and evil
markingTheSpaceAsHoly,marking the space as holy
overcomingOriginalSinByBaptism,overcoming original sin by baptism
parijata,Parijata
prayerAscendingToHeaven,prayer ascending to heaven
savagePassionsAndExcesses,savage passions and excesses
ssBalabina,SS Balabina
stJohnOfRheims,St. John of Rheims
strengthAndNobilityInTheServiceOfRight,strength and nobility in the service of right
teachersOfTheGods,teachers of the gods
theChainOfBeing,the Chain of Being
theConflictBetweenTheBenignAndSavageAspectsOfNature,the conflict between the benign and savage aspects of nature
theCupOfSalvation,the cup of Salvation
theFlagellationOfChrist,the Flagellation of Christ
theGreatChainOfBeing,the Great Chain of Being
theHierarchicalUniverse,the hierarchical universe
theLadyOfTheLake,the Lady of the Lake
thePowerOfTheDevil,the power of the devil
theRefusalToBeDefamedOrHumiliated,the refusal to be defamed or humiliated
theSuperiorForceOfTheInstincts,the superior force of the instincts
theUnconsciousUncontrolledByTheSpirit,the unconscious uncontrolled by the spirit
willingnessToMeetOneSObligationsForPastServicesOrFavor,willingness to meet one’s obligations for past services or favor
binding,binding
bruteForce,brute force
command,command
drunkenness,drunkenness
fragmentationOfThePsyche,fragmentation of the psyche
imprisonment,imprisonment
incorruptibility,incorruptibility
josephSAdvancement,Joseph’s advancement
ladderToHeaven,ladder to heaven
levi,Levi
linkBetweenHeavenAndEarth,link between heaven and earth
maurus,Maurus
peter,Peter
purifyingFire,purifying fire
slavery,slavery
ssLaurence,SS Laurence
stephen,Stephen
theFieryDartsOfTheWicked,the fiery darts of the wicked
thePriesthood,the priesthood
transitoryLife,transitory life
wantonness,wantonness
wantonness,Wantonness
sucellus,Sucellus
theWill,the will
tobias,Tobias
warGods,war gods
yama,Yama
aCorpse,a corpse
agrarianGods,agrarian gods
aPassiveIntermediary,a passive intermediary
authorityOfAMonarchy,authority of a monarchy
awardedToWinnersAtTheIsthmianGames,awarded to winners at the Isthmian games
awardedToWinnersAtTheOlympianGames,awarded to winners at the Olympian games
blessingAndFavor,blessing and favor
catherineOfAlexandriaEspeciallyWithBookAndMartyrSPalm,Catherine of Alexandria (especially with book and martyr’s palm)
changeOmen,change omen
christSKinglyOffice,Christ’s kingly office
anUnluckyOmen,an unlucky omen
conqueror,conqueror
demiurgicPower,demiurgic power
difficultiesEncountered,difficulties encountered
difficultyBecomingPartOfSocietyOrBeingNoticed,difficulty becoming part of society or being noticed
discordantActionsInTheUnconsciousWhenTheCrowdIsOrderlyItLosesItsNegativeConnotations,"discordant actions in the unconscious (when the crowd is orderly, it loses its negative connotations)"
firstStageOfTheGreatWork,first stage of the Great Work
gagaah,Gagaah
gertrudeEspeciallyWithLilyAndOrTaper,Gertrude (especially with lily and/or taper)
goingPastThePointOfNoReturn,going past the point of no return
ingratitudeEspeciallyCeleryLeavedCrowfoot,ingratitude (especially celery-leaved crowfoot)
josaphatEspeciallyWithPalmAndOrPallium,Josaphat (especially with palm and/or pallium)
juliusCeasar,Julius Ceasar
keeperOfTheSacredLaw,keeper of the sacred law
leavingTheWorldOfIllusionToAttainEnlightenment,leaving the world of illusion to attain enlightenment
messengerToTheSpiritWorld,messenger to the spirit world
moonGods,moon gods
occasionallyTheDemiurge,occasionally the demiurge
otherChiefGods,other chief gods
piracy,piracy
plebian,plebian
possessorOfMysticPowers,possessor of mystic powers
preEminence,pre-eminence
prestige,prestige
rewardOfMartyrs,reward of martyrs
rewardRighteousness,reward righteousness
ritualCleansing,ritual cleansing
royalOrSeigniorialAuthority,royal or seigniorial authority
stBlaise,St. Blaise
strategyInBattle,strategy in battle
theConverseOfHumanSociety,the converse of human society
theFourfoldMysteryOfTheCross,the fourfold mystery of the Cross
theFreeFrenchInWorldWarIi,the Free French in World War II
