symbol,concept,contexts,types
cross,theNegative,horizontalAxis,Simulation
crow,theNegativeOrOccult,generalOrUnknown,Simulation
dew,theNaturalEnvelopeOfSouls,neoPlatonic,Simulation
east,theMysticPointOfReference,generalOrUnknown,Simulation
forehead,theNoblestPartOfTheBody,generalOrUnknown,Simulation
gaggingTheMouthOfInitiates,theNeedForSecrecyAndNotSpeakingWithoutPermission,generalOrUnknown,Simulation
garden,theMysticJourneyOfTheSoul,islamic,Simulation
gobletFilledWithLiquid,theNonFormalWorldOfPossibilities,generalOrUnknown,Simulation
goldenSpindle,theNereids,greek,AttributeSimulation
hangedManTarot,theNeedToMoveBeyondOneSUsualThoughtsAndActivities,generalOrUnknown,Simulation
harp,theMysticLadderToHeaven,generalOrUnknown,Simulation
hexagram,theNaturalAndSupernatural,generalOrUnknown,Simulation
houseOfGodTarot,theNeedToLetGoOfThePastAndTrustInTheAwakeningOfOneSIntuition,generalOrUnknown,AssociationSimulation
intestines,theMysticKnot,chinese,Simulation
joker,theNonmaterialWorld,generalOrUnknown,Simulation
judgmentTarot,theMysteryOfBirthInDeath,generalOrUnknown,Simulation
judgmentTarot,theNeedForPersonalDiscernment,generalOrUnknown,AssociationSimulation
judgmentTarot,theNeedToBreakFreeOfOldThoughtPatterns,generalOrUnknown,Simulation
justiceTarot,theNeedForCautionInAcceptingAdvice,generalOrUnknown,AssociationSimulation
king,theNation,generalOrUnknown,Simulation
lobster,theNewYearFestivities,japanese,AssociationSimulation
loom,theMysteriousStrandsOfLifeWovenIntoOneSpan,generalOrUnknown,Simulation
medievalEuropean,theNobility,generalOrUnknown,AssociationSimulation
mephistopheles,theNegativeAspectOfThePsychicFunctionWhichHasBrokenAwayFromTheSpiritToAcquireIndependence,german,Simulation
mercuryPlanet,theNervousSystem,generalOrUnknown,AssociationSimulation
metalElement,theNails,chinese,Simulation
milk,theNourishmentOfTheBuddhaDharma,buddhist,Simulation
millstone,theMutualConverseOfHumanSociety,heraldic,Simulation
mongoloTurkic,theNineLayersOfHeavenServantsOfGod,generalOrUnknown,Simulation
moon,theNadir,kabalistic,AssociationSimulation
moonTarot,theNeedForCaution,generalOrUnknown,AssociationSimulation
net,theNegativeAspectOfFemininePower,generalOrUnknown,Simulation
nineStepsOfTheThroneOfOsiris,theNineDaysOfTheAncientEgyptianWeek,egyptian,Simulation
nuditasNaturalis,theNaturalStateOfMan,generalOrUnknown,Simulation
plutoDwarfPlanet,theNegativeAspectOfTheSpirit,generalOrUnknown,AssociationSimulation
poseidonNeptune,theNegativeAspectOfTheSpiritAndOfHumanity,grecoRoman,Simulation
powerfulRelief,theNascentSurgeOfAnIdeaOrEmotion,generalOrUnknown,Simulation
prayerBeads,theMysticRoseGardenOfTheVirginMary,christian,Simulation
reindeer,theNorthPolarRegion,generalOrUnknown,EmblematicSimulation
rightSide,theNormal,generalOrUnknown,AssociationSimulation
roodBeam,theNecessityOfTheCrossOfCalvaryInPassingFromTheChurchMilitantToTheChurchTriumphant,christian,Simulation
ropePassingThroughAWingedDoor,theMysticLinkBindingGodAndMan,sumerian,Simulation
savage,theNaturalMan,generalOrUnknown,Simulation
shadow,theNegativePrinciple,generalOrUnknown,Simulation
shepherd,theNomad,generalOrUnknown,Simulation
sickKing,theNegativeAspectOfMan,generalOrUnknown,Simulation
spiderWeb,theNegativeSideOfTheUniverse,generalOrUnknown,Simulation
strengthTarot,theNeedForLovePatienceAndFortitudeInMeetingObstacles,generalOrUnknown,Simulation
swastika,theNaziParty,generalOrUnknown,EmblematicSimulation
temperanceTarot,theNeedForPatience,generalOrUnknown,AssociationSimulation
tightrope,theNeedForExtremeCare,generalOrUnknown,Simulation
twoFeathers,theNorthAndSouthPoles,generalOrUnknown,Simulation
ultimaThule,theNorthernLimitsOfTheKnownWorld,grecoRoman,Simulation
unicorn,theNoblestOfAnimals,generalOrUnknown,Simulation
veilOfIsis,theMysteriesOfAllCreation,egyptian,Simulation
water,theNorthRegion,chinese,Simulation
12000,theForceOfTheHistoricalEvents,generalOrUnknown,AssociationSimulation
300,theFoxesOfSamson,jewish,Simulation
37,theForceAndThePowerAndTheCapacity,chaldean,Simulation
4,theFourAngelicBeings,islamic,Simulation
4,theFourBoundlessWishesOfHumanity,buddhist,AssociationSimulation
4,theFourCardinalDirectionsAstralGods,sumeroSemitic,Simulation
4,theFourCelestialGuardiansSacredCreatures,taoist,Simulation
4,theFourCornersOfTheWorldDirectionsWindsSeasonsPhasesOfTheMoon,babylonian,Simulation
4,theFourDiRectionsOfSpaceLevelsOfTheTorah,kabalistic,Simulation
4,theFourPillarsSupportingTheHeavensSonsOfHorusCardinalDirectionsWindsAndOrGodsOfTheWindsCanopicJarsPlacedAroundTheDead,egyptian,Simulation
4,theFourStreamsOfImmortality,chinese,Simulation
4,theFourTatvasBodiesOfManKingdomsOfNatureYugasCastesCardinalDirectionsSeasonsPairsOfOppositesPetalsOfTheMuladharaChakraSpineSBase,hindu,Simulation
4,theFunctionalAspectsOfConsciousnessThinkingFeelingSensationAndIntuitionConcentration,generalOrUnknown,Simulation
999999,theFravashisInTheSeaOfKancu,persian,Simulation
ant,theFragilityAndImpotenceOfExistence,generalOrUnknown,Simulation
ant,theFragilityOfLife,hindu,Simulation
anvil,theForceThatCreatedTheUniverse,generalOrUnknown,Simulation
at90Degrees,theFourthDegree,masonic,Simulation
blizzard,theFullForceOfNature,generalOrUnknown,Simulation
blueScarf,theFrenchRite,masonic,AttributeSimulation
carmelMt,theFoundingOfTheCarmeliteOrder,christian,AssociationSimulation
chains,theFlagellationOfChrist,christian,AttributeSimulation
checkerboard,theFundamentalFormOfTheCityOrTemple,generalOrUnknown,Simulation
circleEnclosingAnEquilateralCross,theFourCornersOfTheEarthRiversOfParadiseCardinalDirectionsQuartersOfTheEarthSeasonsAgesOfManDivisionsOfACosmicCycle,generalOrUnknown,Simulation
circleWithinASquare,theFourDirectionsOfSpace,amerindian,Simulation
clouds,theFlocksOfApollo,greek,Simulation
cross,theFourDirectionsInWhichTheSunShines,assyrian,Simulation
cross,theFourElementsOfTheWorldUnited,generalOrUnknown,Simulation
crosslet,theFourfoldMysteryOfTheCross,heraldic,Simulation
crossOfLorraine,theFreeFrenchInWorldWarIi,generalOrUnknown,EmblematicSimulation
crucifiedSerpent,theFixationOfAVolatileSubstance,alchemic,Simulation
cuckoo,theFrivolous,generalOrUnknown,Simulation
devil,theForcesOfRegression,generalOrUnknown,Simulation
dice,theFourSquareOfTheSacredFourTheCyclesOfTheYugas,buddhist,Simulation
dragonBitingItsTail,theFundamentalUnityOfAllThings,alchemic,Simulation
enemy,theForcesThreateningAPersonFromWithin,generalOrUnknown,Simulation
entanglement,theForgottenPast,generalOrUnknown,Simulation
euphratesRiver,theFourthRiverOfTheGardenOfEden,generalOrUnknown,Simulation
falcon,theFlightOfTheSoulAfterDeath,egyptian,Simulation
fingers,theForcesOfTheUnconsciousThatCanEmergeWithoutWarningAndHinderEffortsOfTheConscious,generalOrUnknown,Simulation
fivePillars,theFiveStrengthsOfIslam,islamic,Simulation
flood,theFlood,jewish,Simulation
flyInsect,theFourthPlagueVisitedUponEgypt,jewish,Simulation
fountain,theFlowOfTheWord,christian,Simulation
fourCherubim,theFourCornersOfTheEarth,generalOrUnknown,Simulation
fourCherubim,theFourElementalPowersGuardingTheCenterOfParadise,generalOrUnknown,Simulation
fourCherubs,theFourCornersOfTheEarthTheElementalPowersGuardingTheCenterOfParadise,generalOrUnknown,Simulation
fourGates,theFourTravelsOfBuddha,buddhist,Simulation
fourStringedLyre,theFourAncientElementsFireWaterEarthAndAir,generalOrUnknown,Simulation
fourUrnsWithWaterFlowingFromThem,theFourEvangelistsAndTheFourGospels,christian,Simulation
giant,theForcesOfDissatisfaction,generalOrUnknown,Simulation
gorge,theForcesOfEvil,generalOrUnknown,Simulation
grail,theFutilityOfEmployingTheMaterialInTheSearchForTheSpiritual,generalOrUnknown,Simulation
grass,theFleetingQualityOfLife,jewish,Simulation
gypsy,theFootlooseLife,generalOrUnknown,Simulation
heartsPlayingCards,theFormalWorld,generalOrUnknown,AssociationSimulation
heron,theFloodingOfTheNile,egyptian,AssociationSimulation
horse,theFunerals,generalOrUnknown,AssociationSimulation
ironMetal,theFourthAndFinalAgeOfTheCyclesOfManifestation,hindu,Simulation
jason,theFlawedHero,greek,Simulation
jordanRiver,theFlowOfLifeEssenceFromHeavenToEarth,christian,Simulation
lightning,theFlashOfTheThirdEyeOfShiva,hindu,Simulation
martlet,theFourthSon,heraldic,Simulation
medieval,theFourEvangelistsWithChristAsTheCenter,christian,Simulation
miter,theFlameOfTheHolySpirit,christian,Simulation
monster,theForcesOfChaosDarkness,jewish,Simulation
myrtle,theFlowerOfTheTabernacle,jewish,Simulation
noose,theForceToSeizeAndHoldFirm,hindu,Simulation
north,theFurthestBoundsOfTheUniverse,generalOrUnknown,Simulation
oak,theFragilityOfUnyieldingStrength,chinese,Simulation
olive,theFruitOfTheChurch,christian,Simulation
partridge,theft,christian,Simulation
peacockThrone,theFormerShahOfIran,generalOrUnknown,Simulation
plantain,theFoodOfThePilgrimOfTheMultitudeSeekingChristianGrowthOrSalvation,generalOrUnknown,Simulation
playingCards,theFourSuitsRepresentTheFourWorldsElementsCardinalDirectionsWindsSeasonsCastesCornersOfTheTemple,generalOrUnknown,Simulation
quail,theFoodOfWrathAndLust,jewish,Simulation
rainbow,theFourClassicalElementsOfEarthWindFireAndWater,islamic,Simulation
rightSide,theForcesOfReason,generalOrUnknown,AssociationSimulation
river,theFluxOfLife,buddhist,Simulation
rooster,theFiveVirtues,chinese,Simulation
roseFlower,theFlowerOfParadise,christian,Simulation
serpentOnAPole,theFixationOfMercurius,alchemic,Simulation
sheep,theFlockOfChrist,christian,Simulation
smoke,theFutilityOfEarthlyGlory,generalOrUnknown,Simulation
stars,theForcesOfTheSpiritStrugglingAgainstTheForcesOfEvil,generalOrUnknown,Simulation
steed,theForceOfTheInstincts,generalOrUnknown,Simulation
stramonium,theFutureMadePresent,flowerLanguage,Simulation
swastika,theFourCardinalDirectionsControlOfTheSeasonsByAngels,islamic,Simulation
temperanceTarot,theFlowOfLife,generalOrUnknown,Simulation
tetramorph,theFourWindsCardinalDirectionsCornersOfTheEarthElements,generalOrUnknown,Simulation
thyatiraChurchOf,theFourthSeal,christian,AssociationSimulation
titans,theForceOfManifestation,grecoRoman,Simulation
venusPlanet,theFourthChakraThymus,hindu,AssociationSimulation
violetFlower,theFlowerOfAresMarsIo,grecoRoman,Simulation
warp,theFundamentalDoctrineOfScripture,christian,Simulation
water,theFlowingPowerOfTheGreatSpirit,northAmericanIndian,Simulation
water,theFluidityOfLife,taoist,Simulation
wavesOcean,theFluxAndRefluxOfLife,generalOrUnknown,Simulation
wingedHorse,theFlightOfTheImagination,generalOrUnknown,Simulation
witch,theFruitOfRepression,generalOrUnknown,Simulation
5,relationsOfMankind,chinese,AssociationSimulation
50,remissionOfSins,christian,Simulation
altar,reminiscentOfTheEarlyChurchWhenTheEucharistWasCelebratedInTheCatacombs,christian,Simulation
anchor,religiousSteadfastness,heraldic,Simulation
aries,renewalOfSolarEnergy,generalOrUnknown,AssociationSimulation
arson,regressionEspeciallyMale,generalOrUnknown,Simulation
baptism,regressionIntoTheUndifferentiated,generalOrUnknown,Simulation
belfry,religiosityUndoneByClericalWeakness,generalOrUnknown,Simulation
bishop,religiousAuthority,christian,Simulation
blood,rejuvenatingForce,generalOrUnknown,Simulation
breakingAFuneralObject,releasesItsSoulSoThatTheDeadCanTakeItToTheNextWorld,generalOrUnknown,Simulation
brokenStraw,renunciationOfAnAgreementOrOfAllegiance,generalOrUnknown,Simulation
broomPlant,rejectedLove,generalOrUnknown,Simulation
broomSweeping,removalOfWorriesAndDifficulties,chinese,Simulation
chickweed,rendezvous,flowerLanguage,Simulation
christmas,renewalOfLoveAndHope,christian,Simulation
construction,renewingTheWorkOfCreation,generalOrUnknown,Simulation
cornerstone,remnantOfAFoundationSacrificeOriginallyAChildWasUsedLaterSmallAnimals,generalOrUnknown,Simulation
cuttingTheHair,renunciationOfOffice,chinese,Simulation
cymbals,religiousArdor,generalOrUnknown,Simulation
dance,reinforcementOfStrengthEmotionAndOrActivity,generalOrUnknown,Simulation
dance,releaseFromDisagreeableCircumstances,generalOrUnknown,Simulation
darkElephant,reincarnationOfIndra,buddhist,Simulation
deer,reincarnatedHumanSouls,panche,Simulation
devilTarot,regressionOrStagnationOfAllThatIsFragmentaryInferiorOrDiscontinuous,generalOrUnknown,Simulation
dionysusBacchus,regressiveForces,grecoRoman,Simulation
dove,renewedSpirit,alchemic,Simulation
doveOnAFontCover,regenerationThroughTheHolySpirit,christian,Simulation
dwarfBlacksmith,regin,norse,Simulation
factory,regularity,generalOrUnknown,Simulation
figTree,religiousKnowledge,generalOrUnknown,Simulation
flame,religiousZeal,generalOrUnknown,Simulation
gandhiMahatma,religiousTolerance,generalOrUnknown,AssociationSimulation
grayHair,relativism,generalOrUnknown,Simulation
handingOverASandal,relinquishingClaim,jewish,Simulation
hare,reincarnationOfBuddha,buddhist,Simulation
harp,religiousMusic,generalOrUnknown,Simulation
hart,religiousAspirationAndFervor,jewish,Simulation
hawk,rehu,egyptian,AttributeSimulation
hut,reminderOfTheTimeInTheWilderness,jewish,Simulation
icePlant,rejectedAddresses,flowerLanguage,Simulation
intestines,removedDuringTheEmbalmingRitualAndPutInAJar,egyptian,Simulation
intoxication,releaseOfTruth,generalOrUnknown,Simulation
intoxication,religiousFrenzy,generalOrUnknown,Simulation
johnTheBaptist,religiousConversion,christian,AssociationSimulation
knife,releasingTheBondsOfIgnoranceAndPride,buddhist,Simulation
lamb,regina,christian,AttributeSimulation
magicCauldron,renewalAndRebirth,generalOrUnknown,Simulation
maypole,renewedLife,generalOrUnknown,Simulation
meltingIce,releaseOfOldThoughtsOrBeliefs,generalOrUnknown,Simulation
mezuzah,reminderOfDevotionToGod,jewish,Simulation
moon,regenerativeReceptacleOfTheSoul,generalOrUnknown,Simulation
moon,regulatorOfWaterRainTheFertilityOfWomenAnimalsPlants,generalOrUnknown,Simulation
moonTarot,regressionInOrderToMakeAFreshStart,generalOrUnknown,Simulation
morning,releaseOfTreasuresLockedInDarknessOrMyth,generalOrUnknown,Simulation
morning,renewalOfLove,generalOrUnknown,Simulation
mushroom,reincarnatedSoulsOfTheDead,tungun,Simulation
name,renamingAShipIsUnnaturalOrUnluckyOccasionallyThisBeliefIsCarriedOverToOtherObjectsOrBeings,generalOrUnknown,Simulation
northWind,religiousPersecution,generalOrUnknown,Simulation
onager,reluctanceToAcceptTheYokeOfGod,christian,Simulation
panther,remorselessness,heraldic,Simulation
perfume,reminiscences,generalOrUnknown,Simulation
pilgrimageUpASacredMountain,renunciationOfWorldlyDesires,generalOrUnknown,Simulation
police,regulation,generalOrUnknown,Simulation
polyhymnia,religiousDance,greek,AssociationSimulation
pomegranate,rejuvenationOfTheEarth,generalOrUnknown,Simulation
prince,rejuvenatedFormOfTheKing,generalOrUnknown,Simulation
pulpit,religiousInstruction,christian,Simulation
raven,removerOfPollution,zoroastrian,Simulation
removingAGirdle,renouncingRightsOfficeBeliefs,generalOrUnknown,Simulation
rescuingAMaidenFromADragon,releasingPureForcesAfterOvercomingEvil,generalOrUnknown,Simulation
restorationOfOsiris,reintegrationInAHigherForm,egyptian,Simulation
rooster,religiousInspiration,heraldic,Simulation
rosemary,remembranceOfTheDead,flowerLanguage,Simulation
roseQuartz,remembranceInPrayer,generalOrUnknown,Simulation
scar,remnantOfMutilationUsuallyWithASinisterConnotation,generalOrUnknown,Simulation
schinus,religiousEnthusiasm,flowerLanguage,Simulation
scythe,renewedHopesForRebirth,generalOrUnknown,Simulation
serpent,reincarnationOfDeadSouls,grecoRoman,Simulation
skeletonAtAFeast,reminderOfMortality,generalOrUnknown,Simulation
skullFilledWithBlood,renunciationOfLife,buddhistTantric @ hindu,Simulation
south,regionOfAmset,egyptian,Simulation
spitting,regurgitation,generalOrUnknown,Simulation
stag,religiousAspiration,generalOrUnknown,Simulation
starTarot,renewedHope,generalOrUnknown,Simulation
sun,renewalOfLifeThroughDeath,generalOrUnknown,Simulation
sunDance,regenerationOfTheSun,amerindian @ northAmericanIndian,Simulation
sunflowerHelianthusAnnuus,religiousRemembrance,generalOrUnknown,Simulation
tambourine,rejoicingInTheLord,generalOrUnknown,Simulation
tonsure,rejectionOfTheTemporal,generalOrUnknown,Simulation
tonsure,reminderOfThePerfectLifeChristS,christian,Simulation
tonsure,renunciationOfTheGenerativeForcesOfNature,generalOrUnknown,Simulation
toppedWithAFingerPointedToHeaven,reminderOfHeaven,christian,Simulation
torah,religiousDoctrine,generalOrUnknown,Simulation
twoFish,rem,egyptian,AssociationSimulation
vine,relaxation,celtic,Simulation
violetColor,religiousDevotion,generalOrUnknown,AssociationSimulation
yoga,thatWhichLinksVariousLevelsOfReality,generalOrUnknown,Simulation
chiron,thePersonificationOfWisdom,greek,Simulation
0,thePerfectForm,pythagorean,Simulation
1,thePerfectUnityOfTheTrinity,christian,Simulation
1000,thePerfectionOfLife,christian,Simulation
110,thePerfectAgeToDie,generalOrUnknown,Simulation
69,thePerfectionReachedByThoseWhoLiquidateTheirKarma,hindu,Simulation
agni,thePersonificationOfFire,hindu,Simulation
ashes,thePerishableHumanBody,generalOrUnknown,Simulation
bee,thePharaohOfLowerEgypt,egyptian,EmblematicSimulation
birch,thePersonificationOfEstonia,estonian,Simulation
bird,thePersonificationOfTouch,generalOrUnknown,AttributeSimulation
birdWithAWomanSOrADogSHead,thePersianPhoenix,persian,Simulation
bitAndBridle,thePersonificationsOfTemperance,generalOrUnknown,AttributeSimulation
blindfold,thePersonificationsOfIdolatry,generalOrUnknown,AttributeSimulation
boreasAquilo,thePersonificationOfWinter,grecoRoman,Simulation
camel,thePersonificationOfArabiaOnCoins,roman,Simulation
chariotDrawnByAnAss,thePersonificationsOfIdleness,generalOrUnknown,AttributeSimulation
cherryBlossoms,thePerfectDeath,japanese,Simulation
circleWithinASquare,thePeyotlCactusWhichGivesTheDrinkOfImmortalityGrowsAtTheCenterPoint,mexicanIndian,Simulation
corpse,thePersonalityInItsLowerAspect,generalOrUnknown,Simulation
crab,thePeriodBetweenReincarnations,buddhist,Simulation
craneBird,thePersonificationsOfReligion,generalOrUnknown,AttributeSimulation
crown,thePerfectionOfAMetal,alchemic,Simulation
crown,thePharaoh,egyptian,AttributeSimulation
crownOfBayLaurel,thePersonificationsOfVictory,generalOrUnknown,AttributeSimulation
dog,thePersonificationsOfSmell,generalOrUnknown,AttributeSimulation
dolphin,thePersonificationsOfWater,generalOrUnknown,AttributeSimulation
dove,thePersonificationsOfPeace,generalOrUnknown,AttributeSimulation
doveWithOliveBranch,thePersonificationOfTheGoldenAge,generalOrUnknown,AttributeSimulation
dragon,thePersonificationsOfStrength,generalOrUnknown,AttributeSimulation
duality,thePhysicalAndSpiritualNatureOfAllThings,generalOrUnknown,Simulation
egg,thePerfectStateOfUnifiedOpposites,generalOrUnknown,Simulation
fasces,thePersonificationsOfConcordJustice,generalOrUnknown,Simulation
ferule,thePersonificationsOfGrammar,generalOrUnknown,AttributeSimulation
fingerAndThumbOfBuddhaSHandTouchingEachOther,thePerfectionOfHisAction,buddhist,Simulation
globe,thePersonificationsOfFortitude,generalOrUnknown,AttributeSimulation
goldMetalAndColor,thePerfectionOfMindSpiritSoulMatter,alchemic,Simulation
hedgehog,thePersonificationsOfTouch,generalOrUnknown,AttributeSimulation
heraclesHercules,thePersonificationOfPhysicalStrengthAndCourage,grecoRoman,Simulation
hermitTarot,thePhilosopher,generalOrUnknown,Simulation
hippopotamus,thePersonificationsOfBehemoth,generalOrUnknown,AttributeSimulation
jewels,thePersonificationsOfVanity,generalOrUnknown,AttributeSimulation
justica,thePerfectionOfFemaleLoveliness,flowerLanguage,Simulation
kingAndQueen,thePerfectWhole,generalOrUnknown,Simulation
krishna,thePersonificationOfTheFullyRealizedPerfectedSelf,hindu,Simulation
labyrinth,thePerplexitiesAndProblemsEncounteredInTheWorld,christian,Simulation
lamb,thePersonificationsOfInnocence,generalOrUnknown,AttributeSimulation
lion,thePersonificationsOfAfrica,generalOrUnknown,AttributeSimulation
male,thePerverseForcesInTheWorld,egyptian,Simulation
manticore,thePersonificationOfASirocco,generalOrUnknown,Simulation
mask,thePersonificationsOfDeceit,generalOrUnknown,AttributeSimulation
maypole,thePhallicReproductivePowersOfNatureTogetherWithTheVulvaCircleRegulationOfTimeAndMotion,generalOrUnknown,Simulation
mirror,thePersonificationsOfTruthEspeciallyAHandMirror,generalOrUnknown,AttributeSimulation
monkey,thePersonificationsOfDissimulation,generalOrUnknown,AttributeSimulation
morningStar,thePerpetualRebirthOfDaylight,generalOrUnknown,Simulation
oliveBranch,thePersonificationsOfTheGoldenAge,generalOrUnknown,AttributeSimulation
ondine,thePerilousNatureOfWater,german,Simulation
ondine,thePerilsOfUnconditionalSurrenderToSeduction,german,Simulation
orchid,thePerfectOrSuperiorMan,chinese,Simulation
parrot,thePersonificationsOfEloquence,generalOrUnknown,AttributeSimulation
peachFruit,thePersonificationsOfSilence,generalOrUnknown,AttributeSimulation
peacock,thePeony,generalOrUnknown,AssociationSimulation
phallus,thePerpetuationOfLife,generalOrUnknown,Simulation
pheasant,thePersonificationOfChristianity,christian,AttributeSimulation
pheasant,thePersonificationsOfSimplicity,generalOrUnknown,AttributeSimulation
pomegranate,thePerfectKingdom,heraldic,Simulation
pomegranate,thePersonificationsOfSufficiency,generalOrUnknown,AttributeSimulation
poppy,thePersonificationsOfSleep,generalOrUnknown,AttributeSimulation
poseidonNeptune,thePervertedSatisfactionOfDesire,grecoRoman,Simulation
rightTriangle,thePerpendicularTheMale,egyptian,Simulation
ruleMeasuring,thePersonificationsOfGeometry,generalOrUnknown,AttributeSimulation
scorpion,thePersonificationsOfEnvy,generalOrUnknown,AttributeSimulation
scroll,thePersonificationsOfTheLogicMostCommon,generalOrUnknown,AttributeSimulation
scythe,thePersonificationsOfSummer,generalOrUnknown,AttributeSimulation
serpent,thePersonificationsOfTime,generalOrUnknown,AttributeSimulation
shell,thePersonificationsOfFolly,generalOrUnknown,AttributeSimulation
shield,thePersonificationsOfRhetoric,generalOrUnknown,AttributeSimulation
sickle,thePersonificationsOfHope,generalOrUnknown,AttributeSimulation
skull,thePersonificationsOfOldAge,generalOrUnknown,AttributeSimulation
squareShape,thePerfectTypeOfEnclosure,generalOrUnknown,Simulation
squareTool,thePersonificationsOfMelancholy,generalOrUnknown,AttributeSimulation
squareWithinACircle,thePerfectMan,chinese,Simulation
sraosha,thePersonificationOfDivineServiceObedience,zoroastrian,Simulation
stork,thePersonificationsOfHelp,generalOrUnknown,AttributeSimulation
tabletWithStylus,thePersonificationsOfHistory,generalOrUnknown,AttributeSimulation
thighOfABull,thePhallicLegOfSet,egyptian,Simulation
threeGraces,thePersonficiationsOfBeautyLoveAndPleasure,grecoRoman,Simulation
threeGraces,thePersonificationsOfGivingReceivingAndRequiting,grecoRoman,Simulation
toad,thePersonificationsOfInjustice,generalOrUnknown,AttributeSimulation
torch,thePersonificationsOfSight,generalOrUnknown,AttributeSimulation
twoDoves,thePersonificationsOfConcordWhenFacingEachOther,generalOrUnknown,AttributeSimulation
twoLinkedRingsOneAboveTheOther,thePhysicalAndTheSpiritual,generalOrUnknown,Simulation
vase,thePersonificationOfSmell,generalOrUnknown,AttributeSimulation
water,thePerpetualFluxOfTheManifestWorld,buddhism,Simulation
water,thePersonalOrCollectiveUnconscious,generalOrUnknown,Simulation
weapon,thePersonificationsOfEurope,generalOrUnknown,AttributeSimulation
wheel,thePersonificationsOfFortune,generalOrUnknown,AttributeSimulation
windmillWithABalance,thePersonificationOfTemperance,generalOrUnknown,AttributeSimulation
wings,thePersonificationsOfFameUsuallyWithTrumpet,generalOrUnknown,AttributeSimulation
yoke,thePersonificationsOfObedience,generalOrUnknown,AttributeSimulation
wheelOfFortuneTarot,theMysteryOfAllThings,generalOrUnknown,Simulation
wheelOfFortuneTarot,theNeedToMakePrudentAndWiseDecisions,generalOrUnknown,AssociationSimulation
1280000000,solarYearsInAGreatKalpa,buddhist,Simulation
16000000000,solarYearsInASmallKalpa,buddhist,Simulation
16798000,solarYearsInARegularKalpa,buddhist,Simulation
1728000,solarYearsInASatayuga,hindu,Simulation
259200000000,solarYearsInAMonthOfBrahma,hindu,Simulation
306720000,solarYearsInAManvantara,hindu,Simulation
320000000,solarYearsInAMediumKalpa,buddhist,Simulation
4320000000,solarYearsInADayOfBrahma,hindu,Simulation
candy,sixthWeddingAnniversaries,generalOrUnknown,AssociationSimulation
108,solarYearsInAMahakalpa,buddhist,Simulation
12000,skinsOfCowsZoroasterUsedToWriteHis20Books,zoroastrian,Simulation
25920,solarYearsOfTheGreatCosmicYear,generalOrUnknown,Simulation
360,solarYearsInADivineYear,hindu,Simulation
77,sinnersWhoLivedBeforeTheAdventOfChrist,christian,AssociationSimulation
acacia,smokeFromAcaciaBarkChasesAwayDemonsAndGhostsAndPutsTheGodsInAGoodMood,chinese @ hindu @ nepalese @ tibetan,Simulation
acanthus,solicitudeAboutLowlyThings,generalOrUnknown,Simulation
anchorAndDolphin,slownessAndSpeedRespectively,generalOrUnknown,Simulation
apron,slaveNature,generalOrUnknown,Simulation
aquarius,socialCohesion,generalOrUnknown,AssociationSimulation
archer,soldierOfTheLowerClasses,generalOrUnknown,Simulation
ashTree,slowWittedness,baltic,Simulation
beaver,skillEspeciallyInCastleBuilding,heraldic,Simulation
beehive,societyThrivingOnRapacity,generalOrUnknown,Simulation
boar,sinsOfTheFlesh,christian,Simulation
bramble,sinSometimesMajorSinEspeciallyWhenGrowing,generalOrUnknown,Simulation
briers,sinsSometimesMajorSinsEspeciallyGrowing,generalOrUnknown,Simulation
caduceusSnakes,sleepingAndWaking,alchemic,Simulation
circle,solarCycle,generalOrUnknown,Simulation
corset,societyHamperingDevelopmentOfThePsyche,generalOrUnknown,Simulation
crocodile,sobek,egyptian,Simulation
cube,siteOfTheeTreeOfLife,mayan,Simulation
devil,sinPersonified,generalOrUnknown,Simulation
diamondsPlayingCards,solidMatter,generalOrUnknown,AssociationSimulation
dog,sira,christian,AttributeSimulation
dolphin,society,generalOrUnknown,Simulation
eel,slipperiness,generalOrUnknown,Simulation
eightLeggedMare,sleipnir,norse,Simulation
evergreenThorn,solaceInAdversity,flowerLanguage,Simulation
eyes,solarDoorToHeaven,generalOrUnknown,Simulation
fern,solitaryHumility,generalOrUnknown,Simulation
fleurDeLis,sixthSon,heraldic,Simulation
flyInsect,sinLeadingToRedemption,generalOrUnknown,Simulation
freeStandingColumn,skyGodOrOtherDeity,generalOrUnknown,Simulation
gemini,skillfulCommunication,generalOrUnknown,AssociationSimulation
goldMetalAndColor,solarLight,generalOrUnknown,Simulation
golem,slaveryToThePassions,kabalistic,Simulation
greece,sodomy,american,AssociationSimulation
hawk,sokay,egyptian,AttributeSimulation
hen,solicitude,generalOrUnknown,Simulation
hermitTarot,solitaryVigilance,generalOrUnknown,Simulation
honey,slumber,generalOrUnknown,Simulation
houseOfGodTarot,smallMindedness,generalOrUnknown,Simulation
hunchback,sinsOfThePast,generalOrUnknown,Simulation
ice,smoothness,generalOrUnknown,Simulation
idol,solomonSApostasy,jewish,Simulation
king,solarConsciousness,alchemic,Simulation
kissingTheHandOrFoot,solicitationOfProtection,generalOrUnknown,Simulation
lion,solarFire,grecoRoman @ mithraic @ sumeroSemitic,Simulation
lion,solarWhenShownWithASunDisk,egyptian,Simulation
lotus,solarWithSunGods,sumerosemitic,Simulation
manSHeadOnAWomanSBody,solidAndProfoundJudgment,generalOrUnknown,Simulation
minotaur,sinsRepressedInTheSubconscious,greek,Simulation
necklace,skyGoddesses,generalOrUnknown,AttributeSimulation
